# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ydfT	gene-b1559	TRANSCRIPT_gene-b1559	protein_coding	0	0	0	312	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	77
ydfU	gene-b1560	TRANSCRIPT_gene-b1560	protein_coding	0	20	13	245	0	0	0	0	187	0	0	0	13	0	0	0	0	0	0	0	20	58
ydfV	gene-b1565	TRANSCRIPT_gene-b1565	protein_coding	0	0	0	101	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	71
ydfW	gene-b1567	TRANSCRIPT_gene-b1567	protein_coding	0	0	0	107	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	36
ydfX	gene-b1568	TRANSCRIPT_gene-b1568	protein_coding	0	2	2	105	0	0	0	0	71	0	0	0	2	0	0	0	0	0	0	0	2	34
ydfZ	gene-b1541	TRANSCRIPT_gene-b1541	protein_coding	0	0	0	86	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	21
ydgA	gene-b1614	TRANSCRIPT_gene-b1614	protein_coding	0	1	0	58	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	1	18
ydgC	gene-b1607	TRANSCRIPT_gene-b1607	protein_coding	0	0	0	42	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	40
ydgD	gene-b1598	TRANSCRIPT_gene-b1598	protein_coding	0	2	2	34	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	2	16
ydgH	gene-b1604	TRANSCRIPT_gene-b1604	protein_coding	0	0	1	37	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	15
ydgI	gene-b1605	TRANSCRIPT_gene-b1605	protein_coding	0	0	0	43	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	3
ydgJ	gene-b1624	TRANSCRIPT_gene-b1624	protein_coding	0	0	1	76	0	0	0	0	69	0	0	0	1	0	0	0	0	0	0	0	0	7
ydgK	gene-b1626	TRANSCRIPT_gene-b1626	protein_coding	0	0	1	53	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	33
ydgU	gene-b4601	TRANSCRIPT_gene-b4601	protein_coding	0	1	1	36	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	1	12
ydhF	gene-b1647	TRANSCRIPT_gene-b1647	protein_coding	0	0	0	28	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	5
ydhI	gene-b1643	TRANSCRIPT_gene-b1643	protein_coding	0	1	0	24	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	1	2
ydhJ	gene-b1644	TRANSCRIPT_gene-b1644	protein_coding	0	10	3	12	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	10	3
ydhK	gene-b1645	TRANSCRIPT_gene-b1645	protein_coding	0	8	1	19	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	8	16
ydhL	gene-b1648	TRANSCRIPT_gene-b1648	protein_coding	0	0	0	28	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	5
ydhP	gene-b1657	TRANSCRIPT_gene-b1657	protein_coding	0	6	0	38	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	36
ydhQ	gene-b1664	TRANSCRIPT_gene-b1664	protein_coding	0	17	6	50	0	0	0	0	42	0	0	0	6	0	0	0	0	0	0	0	17	8
ydhR	gene-b1667	TRANSCRIPT_gene-b1667	protein_coding	0	5	2	48	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	48
ydhS	gene-b1668	TRANSCRIPT_gene-b1668	protein_coding	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54
ydhT	gene-b1669	TRANSCRIPT_gene-b1669	protein_coding	0	0	0	43	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0
ydhU	gene-b1670	TRANSCRIPT_gene-b1670	protein_coding	0	0	0	35	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0
ydhV	gene-b1673	TRANSCRIPT_gene-b1673	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
ydhW	gene-b1672	TRANSCRIPT_gene-b1672	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1
ydhX	gene-b1671	TRANSCRIPT_gene-b1671	protein_coding	0	0	0	24	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
ydhY	gene-b1674	TRANSCRIPT_gene-b1674	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ydiB	gene-b1692	TRANSCRIPT_gene-b1692	protein_coding	0	19	0	103	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	19	33
ydiE	gene-b1705	TRANSCRIPT_gene-b1705	protein_coding	0	0	0	68	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	38
ydiF	gene-b1694	TRANSCRIPT_gene-b1694	protein_coding	0	8	3	128	0	0	0	0	62	0	0	0	3	0	0	0	0	0	0	0	8	66
ydiH	gene-b1685	TRANSCRIPT_gene-b1685	protein_coding	0	0	0	125	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	38
ydiJ	gene-b1687	TRANSCRIPT_gene-b1687	protein_coding	0	26	5	100	0	0	0	0	71	0	0	0	5	0	0	0	0	0	0	0	26	29
ydiK	gene-b1688	TRANSCRIPT_gene-b1688	protein_coding	0	7	0	90	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	7	37
ydiL	gene-b1689	TRANSCRIPT_gene-b1689	protein_coding	0	4	2	107	0	0	0	0	68	0	0	0	2	0	0	0	0	0	0	0	4	39
ydiM	gene-b1690	TRANSCRIPT_gene-b1690	protein_coding	2	0	3	109	0	0	0	0	62	1	0	0	3	0	0	0	1	0	0	0	0	47
ydiN	gene-b1691	TRANSCRIPT_gene-b1691	protein_coding	0	9	1	112	0	0	0	0	75	0	0	0	1	0	0	0	0	0	0	0	9	37
ydiO	gene-b1695	TRANSCRIPT_gene-b1695	protein_coding	0	13	1	142	0	0	0	0	80	0	0	0	1	0	0	0	0	0	0	0	13	62
ydiP	gene-b1696	TRANSCRIPT_gene-b1696	protein_coding	0	19	4	153	0	0	0	0	76	0	0	0	4	0	0	0	0	0	0	0	19	77
ydiQ	gene-b1697	TRANSCRIPT_gene-b1697	protein_coding	0	3	3	163	0	0	0	0	93	0	0	0	3	0	0	0	0	0	0	0	3	70
ydiR	gene-b1698	TRANSCRIPT_gene-b1698	protein_coding	0	5	2	159	0	0	0	0	94	0	0	0	2	0	0	0	0	0	0	0	5	65
ydiS	gene-b1699	TRANSCRIPT_gene-b1699	protein_coding	0	27	2	121	0	0	0	0	70	0	0	0	2	0	0	0	0	0	0	0	27	51
ydiT	gene-b1700	TRANSCRIPT_gene-b1700	protein_coding	0	6	3	135	0	0	0	0	64	0	0	0	3	0	0	0	0	0	0	0	6	71
ydiY	gene-b1722	TRANSCRIPT_gene-b1722	protein_coding	0	0	0	20	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	16
ydiZ	gene-b1724	TRANSCRIPT_gene-b1724	protein_coding	0	0	0	38	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	5
ydjA	gene-b1765	TRANSCRIPT_gene-b1765	protein_coding	0	0	0	35	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	16
ydjE	gene-b1769	TRANSCRIPT_gene-b1769	protein_coding	0	10	1	57	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	10	44
ydjF	gene-b1770	TRANSCRIPT_gene-b1770	protein_coding	0	4	2	66	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	4	42
ydjG	gene-b1771	TRANSCRIPT_gene-b1771	protein_coding	0	9	2	53	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	9	32
ydjH	gene-b1772	TRANSCRIPT_gene-b1772	protein_coding	0	5	3	63	0	0	0	0	32	0	0	0	3	0	0	0	0	0	0	0	5	31
ydjI	gene-b1773	TRANSCRIPT_gene-b1773	protein_coding	0	12	1	60	0	0	0	0	39	0	0	0	1	0	0	0	0	0	0	0	12	21
ydjJ	gene-b1774	TRANSCRIPT_gene-b1774	protein_coding	0	2	0	70	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	2	18
ydjK	gene-b1775	TRANSCRIPT_gene-b1775	protein_coding	0	5	2	62	0	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	5	18
ydjL	gene-b1776	TRANSCRIPT_gene-b1776	protein_coding	0	1	1	59	0	0	0	0	42	0	0	0	1	0	0	0	0	0	0	0	1	17
ydjM	gene-b1728	TRANSCRIPT_gene-b1728	protein_coding	0	7	1	71	0	0	0	0	64	0	0	0	1	0	0	0	0	0	0	0	7	7
ydjO	gene-b1730	TRANSCRIPT_gene-b1730	protein_coding	1	10	7	71	0	0	0	0	28	0	0	0	7	0	0	0	0	1	0	0	10	43
ydjX	gene-b1750	TRANSCRIPT_gene-b1750	protein_coding	0	8	4	66	0	0	0	0	16	0	0	0	4	0	0	0	0	0	0	0	8	50
ydjY	gene-b1751	TRANSCRIPT_gene-b1751	protein_coding	1	5	4	52	0	0	0	0	7	1	0	0	4	0	0	0	0	0	0	0	5	45
ydjZ	gene-b1752	TRANSCRIPT_gene-b1752	protein_coding	0	4	2	42	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	4	41
yeaC	gene-b1777	TRANSCRIPT_gene-b1777	protein_coding	0	2	4	37	0	0	0	0	27	0	0	0	4	0	0	0	0	0	0	0	2	10
yeaD	gene-b1780	TRANSCRIPT_gene-b1780	protein_coding	0	1	5	24	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	1	18
yeaE	gene-b1781	TRANSCRIPT_gene-b1781	protein_coding	0	0	0	25	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	7
yeaG	gene-b1783	TRANSCRIPT_gene-b1783	protein_coding	1	3	0	34	0	0	0	0	23	0	0	0	0	0	0	0	0	1	0	0	3	11
yeaH	gene-b1784	TRANSCRIPT_gene-b1784	protein_coding	0	0	1	60	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	0	12
yeaK	gene-b1787	TRANSCRIPT_gene-b1787	protein_coding	0	3	1	85	0	0	0	0	65	0	0	0	1	0	0	0	0	0	0	0	3	20
yeaL	gene-b1789	TRANSCRIPT_gene-b1789	protein_coding	0	9	1	83	0	0	0	0	54	0	0	0	1	0	0	0	0	0	0	0	9	29
yeaO	gene-b1792	TRANSCRIPT_gene-b1792	protein_coding	0	0	3	100	0	0	0	0	43	0	0	0	3	0	0	0	0	0	0	0	0	57
yeaQ	gene-b1795	TRANSCRIPT_gene-b1795	protein_coding	0	2	0	99	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	2	34
yeaR	gene-b1797	TRANSCRIPT_gene-b1797	protein_coding	0	3	2	92	0	0	0	0	60	0	0	0	2	0	0	0	0	0	0	0	3	32
yeaV	gene-b1801	TRANSCRIPT_gene-b1801	protein_coding	0	7	0	71	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	7	39
yeaW	gene-b1802	TRANSCRIPT_gene-b1802	protein_coding	0	0	0	82	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	37
yeaX	gene-b1803	TRANSCRIPT_gene-b1803	protein_coding	0	7	3	71	0	0	0	0	52	0	0	0	3	0	0	0	0	0	0	0	7	19
yeaY	gene-b1806	TRANSCRIPT_gene-b1806	protein_coding	0	2	1	95	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	2	63
yebB	gene-b1862	TRANSCRIPT_gene-b1862	protein_coding	0	9	3	82	0	0	0	0	20	0	0	0	3	0	0	0	0	0	0	0	9	62
yebC	gene-b1864	TRANSCRIPT_gene-b1864	protein_coding	0	7	1	88	0	0	0	0	85	0	0	0	1	0	0	0	0	0	0	0	7	3
yebE	gene-b1846	TRANSCRIPT_gene-b1846	protein_coding	0	1	3	70	0	0	0	0	39	0	0	0	3	0	0	0	0	0	0	0	1	31
yebF	gene-b1847	TRANSCRIPT_gene-b1847	protein_coding	0	1	1	68	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	1	33
yebG	gene-b1848	TRANSCRIPT_gene-b1848	protein_coding	0	1	0	73	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	1	38
yebK	gene-b1853	TRANSCRIPT_gene-b1853	protein_coding	0	2	0	37	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	35
yebO	gene-b1825	TRANSCRIPT_gene-b1825	protein_coding	0	3	0	67	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	3	44
yebQ	gene-b1828	TRANSCRIPT_gene-b1828	protein_coding	0	13	1	91	0	0	0	0	56	0	0	0	1	0	0	0	0	0	0	0	13	35
yebV	gene-b1836	TRANSCRIPT_gene-b1836	protein_coding	0	2	0	127	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	2	80
yebW	gene-b1837	TRANSCRIPT_gene-b1837	protein_coding	0	2	1	120	0	0	0	0	44	0	0	0	1	0	0	0	0	0	0	0	2	76
yebY	gene-b1839	TRANSCRIPT_gene-b1839	protein_coding	0	9	1	116	0	0	0	0	76	0	0	0	1	0	0	0	0	0	0	0	9	40
yebZ	gene-b1840	TRANSCRIPT_gene-b1840	protein_coding	0	5	6	109	0	0	0	0	74	0	0	0	6	0	0	0	0	0	0	0	5	35
yecA	gene-b1908	TRANSCRIPT_gene-b1908	protein_coding	0	12	2	107	0	0	0	0	74	0	0	0	2	0	0	0	0	0	0	0	12	33
yecD	gene-b1867	TRANSCRIPT_gene-b1867	protein_coding	0	0	0	101	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	38
yecE	gene-b1868	TRANSCRIPT_gene-b1868	protein_coding	0	0	0	101	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	30
yecF	gene-b1915	TRANSCRIPT_gene-b1915	protein_coding	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49
yecH	gene-b1906	TRANSCRIPT_gene-b1906	protein_coding	0	5	2	111	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	0	5	79
yecJ	gene-b4537	TRANSCRIPT_gene-b4537	protein_coding	0	1	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	96
yecM	gene-b1875	TRANSCRIPT_gene-b1875	protein_coding	0	0	1	123	0	0	0	0	94	0	0	0	1	0	0	0	0	0	0	0	0	29
yecN	gene-b1869	TRANSCRIPT_gene-b1869	protein_coding	0	1	0	86	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	1	10
yecR	gene-b1904	TRANSCRIPT_gene-b1904	protein_coding	0	4	2	101	0	0	0	0	88	0	0	0	2	0	0	0	0	0	0	0	4	13
yecT	gene-b1877	TRANSCRIPT_gene-b1877	protein_coding	0	0	2	71	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	51
yecU	gene-b4752	TRANSCRIPT_gene-b4752	protein_coding	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52
yecV	gene-b4778	TRANSCRIPT_gene-b4778	protein_coding	0	0	0	75	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	27
yedA	gene-b1959	TRANSCRIPT_gene-b1959	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
yedJ	gene-b1962	TRANSCRIPT_gene-b1962	protein_coding	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
yedS	yedS	gene-b4496	pseudogene	0	0	0	76	0	0	0	0	71	0	0	0	0	0	5	0	0	0	0	0	0	0
yeeA	gene-b2008	TRANSCRIPT_gene-b2008	protein_coding	0	15	1	248	0	0	0	0	148	0	0	0	1	0	0	0	0	0	0	0	15	100
yeeH	yeeH	gene-b4639	pseudogene	0	0	0	23	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	2
yeeJ	gene-b1978	TRANSCRIPT_gene-b1978	protein_coding	0	4	3	67	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	4	65
yeeL	yeeL	gene-b4497	pseudogene	0	0	0	7	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	4
yeeN	gene-b1983	TRANSCRIPT_gene-b1983	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
yeeO	gene-b1985	TRANSCRIPT_gene-b1985	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
yeeP	yeeP	gene-b1999	pseudogene	0	0	0	184	0	0	0	0	161	0	0	0	0	0	16	0	0	0	0	0	0	7
yeeR	gene-b2001	TRANSCRIPT_gene-b2001	protein_coding	0	7	7	332	0	0	0	0	165	0	0	0	7	0	0	0	0	0	0	0	7	167
yeeS	gene-b2002	TRANSCRIPT_gene-b2002	protein_coding	0	10	1	323	0	0	0	0	161	0	0	0	1	0	0	0	0	0	0	0	10	162
yeeT	gene-b2003	TRANSCRIPT_gene-b2003	protein_coding	0	5	1	308	0	0	0	0	161	0	0	0	1	0	0	0	0	0	0	0	5	147
yeeW	gene-b2006	TRANSCRIPT_gene-b2006	protein_coding	0	7	11	266	0	0	0	0	81	0	0	0	11	0	0	0	0	0	0	0	7	185
yeeY	gene-b2015	TRANSCRIPT_gene-b2015	protein_coding	0	25	3	181	0	0	0	0	81	0	0	0	3	0	0	0	0	0	0	0	25	100
yeeZ	gene-b2016	TRANSCRIPT_gene-b2016	protein_coding	0	9	0	219	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	9	126
yefM	gene-b2017	TRANSCRIPT_gene-b2017	protein_coding	0	0	0	233	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	159
yegD	gene-b2069	TRANSCRIPT_gene-b2069	protein_coding	0	26	6	288	0	0	0	0	206	0	0	0	6	0	0	0	0	0	0	0	26	82
yegH	gene-b2063	TRANSCRIPT_gene-b2063	protein_coding	0	12	3	157	0	0	0	0	73	0	0	0	3	0	0	0	0	0	0	0	12	84
yegI	gene-b2070	TRANSCRIPT_gene-b2070	protein_coding	0	56	15	272	0	0	0	0	101	0	0	0	15	0	0	0	0	0	0	0	56	171
yegJ	gene-b2071	TRANSCRIPT_gene-b2071	protein_coding	0	0	0	323	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	129
yegL	gene-b2073	TRANSCRIPT_gene-b2073	protein_coding	0	23	3	294	0	0	0	0	168	0	0	0	3	0	0	0	0	0	0	0	23	126
yegP	gene-b2080	TRANSCRIPT_gene-b2080	protein_coding	0	0	1	63	0	0	0	0	60	0	0	0	1	0	0	0	0	0	0	0	0	3
yegR	gene-b2085	TRANSCRIPT_gene-b2085	protein_coding	0	0	0	61	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	14
yegS	gene-b2086	TRANSCRIPT_gene-b2086	protein_coding	0	3	3	57	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	3	55
yegT	gene-b2098	TRANSCRIPT_gene-b2098	protein_coding	0	9	2	119	0	0	0	0	43	0	0	0	2	0	0	0	0	0	0	0	9	76
yegU	gene-b2099	TRANSCRIPT_gene-b2099	protein_coding	0	14	1	111	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	14	83
yegV	gene-b2100	TRANSCRIPT_gene-b2100	protein_coding	0	0	1	111	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	84
yegW	gene-b2101	TRANSCRIPT_gene-b2101	protein_coding	0	0	0	101	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	27
yegX	gene-b2102	TRANSCRIPT_gene-b2102	protein_coding	0	20	5	44	0	0	0	0	42	0	0	0	5	0	0	0	0	0	0	0	20	2
yegZ	yegZ	gene-b2083	pseudogene	0	0	0	61	0	0	0	0	14	0	0	0	0	0	11	0	0	0	0	0	0	36
yehA	gene-b2108	TRANSCRIPT_gene-b2108	protein_coding	0	0	0	28	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1
yehB	gene-b2109	TRANSCRIPT_gene-b2109	protein_coding	0	0	0	29	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	25
yehC	gene-b2110	TRANSCRIPT_gene-b2110	protein_coding	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
yehD	gene-b2111	TRANSCRIPT_gene-b2111	protein_coding	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51
yehE	gene-b2112	TRANSCRIPT_gene-b2112	protein_coding	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52
yehF	gene-b2115	TRANSCRIPT_gene-b2115	protein_coding	1	4	3	156	0	0	0	0	112	0	0	0	3	0	0	1	0	0	1	0	4	44
yehH	yehH	gene-b4499	pseudogene	0	0	0	220	0	0	0	0	85	0	0	0	0	0	83	0	0	0	0	0	0	52
yehI	gene-b2118	TRANSCRIPT_gene-b2118	protein_coding	0	46	36	178	0	0	0	0	52	0	0	0	36	0	0	0	0	0	0	0	46	126
yehK	gene-b4541	TRANSCRIPT_gene-b4541	protein_coding	0	0	0	196	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	144
yehL	gene-b2119	TRANSCRIPT_gene-b2119	protein_coding	0	0	1	227	0	0	0	0	109	0	0	0	1	0	0	0	0	0	0	0	0	118
yehM	gene-b2120	TRANSCRIPT_gene-b2120	protein_coding	0	27	10	182	0	0	0	0	99	0	0	0	10	0	0	0	0	0	0	0	27	83
yehP	gene-b2121	TRANSCRIPT_gene-b2121	protein_coding	0	9	3	160	0	0	0	0	103	0	0	0	3	0	0	0	0	0	0	0	9	57
yehQ	gene-b2122	TRANSCRIPT_gene-b2122	protein_coding	2	45	23	103	0	0	0	0	51	0	0	0	23	0	0	1	0	1	1	0	45	52
yehR	gene-b2123	TRANSCRIPT_gene-b2123	protein_coding	0	4	1	173	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	4	125
yehS	gene-b2124	TRANSCRIPT_gene-b2124	protein_coding	0	1	1	182	0	0	0	0	134	0	0	0	1	0	0	0	0	0	0	0	1	48
yehW	gene-b2128	TRANSCRIPT_gene-b2128	protein_coding	0	7	1	103	0	0	0	0	58	0	0	0	1	0	0	0	0	0	0	0	7	45
yehX	gene-b2129	TRANSCRIPT_gene-b2129	protein_coding	0	7	2	92	0	0	0	0	49	0	0	0	2	0	0	0	0	0	0	0	7	43
yehY	gene-b2130	TRANSCRIPT_gene-b2130	protein_coding	0	8	2	84	0	0	0	0	51	0	0	0	2	0	0	0	0	0	0	0	8	33
yeiB	gene-b2152	TRANSCRIPT_gene-b2152	protein_coding	0	14	2	60	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	14	27
yeiE	gene-b2157	TRANSCRIPT_gene-b2157	protein_coding	0	12	0	123	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	12	100
yeiG	gene-b2154	TRANSCRIPT_gene-b2154	protein_coding	0	16	0	69	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	16	49
yeiH	gene-b2158	TRANSCRIPT_gene-b2158	protein_coding	0	2	0	139	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	2	20
yeiI	gene-b2160	TRANSCRIPT_gene-b2160	protein_coding	0	4	2	188	0	0	0	0	152	0	0	0	2	0	0	0	0	0	0	0	4	36
yeiL	gene-b2163	TRANSCRIPT_gene-b2163	protein_coding	0	8	2	209	0	0	0	0	94	0	0	0	2	0	0	0	0	0	0	0	8	115
yeiP	gene-b2171	TRANSCRIPT_gene-b2171	protein_coding	0	2	0	53	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	2	24
yeiQ	gene-b2172	TRANSCRIPT_gene-b2172	protein_coding	0	6	0	44	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	6	14
yeiR	gene-b2173	TRANSCRIPT_gene-b2173	protein_coding	0	4	1	40	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	4	13
yeiS	gene-b2145	TRANSCRIPT_gene-b2145	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
yeiW	gene-b4502	TRANSCRIPT_gene-b4502	protein_coding	0	0	0	58	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	31
yejA	gene-b2177	TRANSCRIPT_gene-b2177	protein_coding	0	17	4	41	0	0	0	0	17	0	0	0	4	0	0	0	0	0	0	0	17	24
yejB	gene-b2178	TRANSCRIPT_gene-b2178	protein_coding	0	9	0	42	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	9	34
yejE	gene-b2179	TRANSCRIPT_gene-b2179	protein_coding	0	4	1	37	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	4	34
yejF	gene-b2180	TRANSCRIPT_gene-b2180	protein_coding	0	0	2	39	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	38
yejG	gene-b2181	TRANSCRIPT_gene-b2181	protein_coding	0	0	1	31	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	0
yejK	gene-b2186	TRANSCRIPT_gene-b2186	protein_coding	0	0	1	8	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	7
yejL	gene-b2187	TRANSCRIPT_gene-b2187	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1
yejO	yejO	gene-b2190	pseudogene	0	0	0	88	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	80
yfaA	gene-b2230	TRANSCRIPT_gene-b2230	protein_coding	0	0	2	114	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	87
yfaE	gene-b2236	TRANSCRIPT_gene-b2236	protein_coding	0	4	0	50	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	4	21
yfaH	yfaH	gene-b2238	pseudogene	0	0	0	80	0	0	0	0	41	0	0	0	0	0	11	0	0	0	0	0	0	28
yfaL	gene-b2233	TRANSCRIPT_gene-b2233	protein_coding	0	33	18	76	0	0	0	0	51	0	0	0	18	0	0	0	0	0	0	0	33	25
yfaP	gene-b2225	TRANSCRIPT_gene-b2225	protein_coding	0	1	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	25
yfaQ	gene-b2226	TRANSCRIPT_gene-b2226	protein_coding	0	1	0	28	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	26
yfaS	yfaS	gene-b4500	pseudogene	0	0	0	75	0	0	0	0	47	0	0	0	0	0	26	0	0	0	0	0	0	2
yfaT	gene-b2229	TRANSCRIPT_gene-b2229	protein_coding	0	0	2	77	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	51
